AED設置場所名称,よみ,住所,経度,緯度,利用開始時間,利用終了時間,設置位置,注意事項,URL,備考
いけたに保育所,いけたにほいくしょ,精華町桜が丘三丁目２−２,135.7778393,34.72853527,,,職員室前廊下,,,
川西小学校,かわにししょうがっこう,精華町大字北稲八間小字畑ヶ田１５−１,135.7897366,34.76760489,,,玄関ホール,,,
精北小学校,せいほくしょうがっこう,精華町大字下狛小字河原田４４,135.7929382,34.77810597,,,職員室,,,
精華台小学校,せいかだいしょうがっこう,精華町精華台一丁目２−１,135.7806857,34.75436147,,,職員玄関（校舎１階東側）,,,
山田荘小学校,やまだしょうしょうがっこう,精華町桜が丘二丁目２２−１,135.7753943,34.73004425,,,２階職員室前,,,
東光小学校,ひがしひかりしょうがっこう,精華町光台七丁目４３−１,135.7528416,34.74445908,,,玄関ホール,,,
精華中学校,せいかちゅうがっこう,精華町大字南稲八妻小字丸山７,135.7879854,34.75893576,,,職員室,,,
精華南中学校,せいかみなみちゅうがっこう,精華町桜が丘二丁目３−１,135.7813293,34.73175124,,,２階職員室前,,,
精華西中学校,せいかにしちゅうがっこう,精華町光台九丁目１−１,135.7544794,34.74739284,,,玄関ホール,,,
南山城村役場,みなみやましろむらやくば,南山城村北大河原久保１４−１,135.9935566,34.77278459,,,２階フロアー正面カウンター,,,
やまなみホール,やまなみほーる,南山城村北大河原久保８,135.9921446,34.77260258,,,事務所内受付カウンター,,,
保健福祉センター,ほけんふくしせんたー,南山城村北大河原大稲葉４−１０,136.0256882,34.76490242,,,事務所内受付窓口,,,
南山城保育園,みなみやましろほいくえん,南山城村北大河原中谷１２−２６,136.0258449,34.76540128,,,職員室入口,,,
南山城小学校,みなみやましろしょうがっこう,南山城村北大河原中谷１２−５２,136.0264492,34.76604808,,,１階玄関管理室受付窓口,,,
京丹波町役場本庁,きょうたんばちょうやくばほんちょう,京丹波町蒲生八ツ谷６２−６,135.4232041,35.16433407,,,１階事務室内,,,
京丹波町役場瑞穂支所,きょうたんばちょうやくばみずほししょ,京丹波町橋爪桧山４９,135.3744749,35.1781204,,,１階事務室内,,,
京丹波町役場和知支所,きょうたんばちょうやくばわちししょ,京丹波町本庄ウエ１６,135.3964847,35.26046411,,,１階事務室内,,,
グリーンランドみずほ（事務所）,ぐりーんらんどみずほ(じむしょ),京丹波町大朴皿引１−４,135.3676935,35.16382835,,,１階事務室カウンター,,,
グリーンランドみずほ（道の駅）,ぐりーんらんどみずほ(みちのえき),京丹波町大朴皿引１−４,135.3676935,35.16382835,,,１階事務所内,,,
健康管理センター,けんこうかんりせんたー,京丹波町須知鍋倉１−１,135.4264013,35.15405396,,,２階　療育教室入り口,,,
瑞穂保健福祉センター,みずほほけんふくしせんたー,京丹波町和田田中６−１,135.3727057,35.18144446,,,１階事務室内,,,
須知幼稚園,しゅちようちえん,京丹波町須知藤ノ森３４,135.4235313,35.15710901,,,１階職員室内,,,
上豊田保育所,かみとよたほいくしょ,京丹波町豊田シミ９８,135.3998359,35.16641464,,,１階　職員室内,,,
上豊田保育所　下山分園,かみとよたほいくしょしもやまぶんえん,京丹波町下山吉尾２０−４０,135.4205518,35.21351694,,,１階　正面玄関入り口,,,
みずほ保育所,みずほほいくしょ,京丹波町和田大下４２−１,135.3740085,35.18132662,,,１階　職員室内,,,
わち保育所（わちエンジェル）,わちほいくしょ（わちえんじぇる）,京丹波町大倉家田ノ上５−７,135.4111735,35.26030292,,,１階　職員室内,,,
竹野小学校,たけのしょうがっこう,京丹波町高岡２３,135.4148746,35.13501009,,,１階玄関（職員室前）,,,
丹波ひかり小学校,たんばひかりしょうがっこう,京丹波町曽根宮ノ浦戸麦５４,135.4203382,35.1587927,,,１階保健室前,,,
下山小学校,しもやましょうがっこう,京丹波町下山上藤ヶ瀬１６,135.4210322,35.21602791,,,１階玄関（職員室前）,,,
瑞穂小学校,みずほしょうがっこう,京丹波町橋爪桧山１１８,135.3737939,35.17528837,,,１階玄関（職員室前）,,,
和知小学校,わちしょうがっこう,京丹波町本庄安田７,135.4006832,35.26513954,,,１階職員室前,,,
蒲生野中学校,こものちゅうがっこう,京丹波町蒲生八ツ谷６２,135.421854,35.16472687,,,２階職員室内,,,
瑞穂中学校,みずほちゅうがっこう,京丹波町大朴段ノ垣内６,135.3707522,35.17696901,,,２階職員室内,,,
和知中学校,わちちゅうがっこう,京丹波町市場丸ヶ野４,135.4123725,35.25898989,,,２階職員室内,,,
宮津与謝消防署橋北分署,みやずよざしょうぼうしょきょうほくぶんしょ,伊根町日出５７６,135.2720311,35.67434698,,,１階受付,,,
本庄地区公民館,ほんじょうちくこうみんかん,伊根町字本庄浜１１３−１,135.2580238,35.72974111,,,１階ロビー,,,
筒川文化センター,つつかわぶんかせんたー,伊根町字本坂２７９,135.2395811,35.71057136,,,１階ロビー,,,
コミュニティーセンター,こみゅにてぃーせんたー,伊根町字日出６５１,135.2730053,35.67536328,,,１階玄関,,,
老人福祉センター,ろうじんふくしせんたー,伊根町字泊１,135.2829808,35.70398176,,,１階ロビー,,,
伊根保育園,いねほいくえん,伊根町字平田小字長子コ６４８−３,135.2941815,35.67699138,,,１階玄関,,,
本庄保育所,ほんじょうほいくえん,伊根町字本庄浜９２,135.2563458,35.7294161,,,１階玄関,,,
伊根小学校,いねしょうがっこう,伊根町字平田４２６,135.2885356,35.67676643,,,１階玄関付近廊下,,,
本庄小学校,ほんじょうしょうがっこう,伊根町字本庄浜小字馬場先６８,135.2563819,35.72911717,,,１階玄関付近廊下,,,
伊根中学校,いねちゅうがっこう,伊根町字平田４３０,135.2870205,35.67841046,,,１階玄関付近廊下,,,
本庄中学校,ほんじょうちゅうがっこう,伊根町字本庄上６０７,135.2513812,35.71959765,,,１階玄関付近廊下,,,
与謝野町役場本庁舎,よさのちょうやくばほんちょうしゃ,与謝野町字岩滝１７９８−１,135.1529138,35.56536287,,,１階フロア内,,,
与謝野町役場野田川庁舎,よさのちょうやくばのだがわちょうしゃ,与謝野町字四辻６５,135.0992241,35.52815949,,,１階フロア内,,,
与謝野町役場加悦庁舎,よさのちょうやくばかやちょうしゃ,与謝野町字加悦４３３,135.0951735,35.50319161,,,１階フロア内,,,
宮津与謝消防署加悦谷分署,みやずよざしょうぼうしょかやだにぶんしょ,与謝野町字算所４１８,135.0985264,35.51188474,,,１階受付,,,
与謝野町立中央公民館,よさのちょうりつちゅうおうこうみんかん,与謝野町字四辻１４２−１,135.1039603,35.52812573,,,１階フロア内,,,
与謝野町立加悦地域公民館,よさのちょうりつかやちいきこうみんかん,与謝野町字加悦４５１−２,135.0937805,35.50464758,,,１階フロア内,,,
加悦奥地区公民館,かやおくちくこうみんかん,与謝野町字加悦奥２８１,135.0799818,35.50310204,,,１階フロア内,,,
加悦地区公民館,かやちくこうみんかん,与謝野町字加悦１０１１,135.0922135,35.50351964,,,１階フロア内,,,
後野地区公民館,うしろのちくこうみんかん,与謝野町字後野８６８,135.0927649,35.49890134,,,１階フロア内,,,
与謝地区公民館,よざちくこうみんかん,与謝野町字与謝２６５８,135.0838764,35.46971391,,,１階フロア内,,,
滝地区公民館,たきちくこうみんかん,与謝野町字滝９７０−６,135.0913731,35.4785132,,,１階フロア内,,,
金屋地区公民館,かなやちくこうみんかん,与謝野町字金屋３０７−１,135.0919359,35.49100223,,,１階フロア内,,,
温江地区公民館,あつえちくこうみんかん,与謝野町字温江９０２,135.1126257,35.49868382,,,１階フロア内,,,
明石地区公民館,あけしちくこうみんかん,与謝野町字明石１４９０−１,135.1087405,35.51130977,,,１階フロア内,,,
香河地区公民館,かごちくこうみんかん,与謝野町字香河４２２−１,135.1371787,35.50150787,,,１階フロア内,,,
三河内地区公民館,みごちちくこうみんかん,与謝野町字三河内１５７８,135.0939064,35.51596475,,,１階フロア内,,,
岩屋地区公民館,いわやちくこうみんかん,与謝野町字岩屋３０３−１,135.077864,35.52887256,,,１階フロア内,,,
四辻地区公民館,よつつじちくこうみんかん,与謝野町字四辻１０１３−２,135.097049,35.53059294,,,１階フロア内,,,
上山田地区公民館,かみやまだちくこうみんかん,与謝野町字上山田１１３０−４,135.1094471,35.5363005,,,１階フロア内,,,
下山田地区公民館,しもやまだちくこうみんかん,与謝野町字下山田１１７０,135.1248753,35.54505774,,,１階フロア内,,,
石川地区公民館,いしかわちくこうみんかん,与謝野町字石川７５９−２,135.1241461,35.53126004,,,１階フロア内,,,
石田地区公民館,いしだちくこうみんかん,与謝野町字弓木９６４−１,135.1382241,35.55463942,,,１階フロア内,,,
弓木地区公民館,ゆみきちくこうみんかん,与謝野町字弓木１９７５−１,135.1474228,35.56355588,,,１階フロア内,,,
男山地区公民館,おとこやまちくこうみんかん,与謝野町字男山３８１,135.1625976,35.5741069,,,１階フロア内,,,
算所会館,さんじょかいかん,与謝野町字算所１２１,135.0931045,35.50853458,,,１階フロア内,,,
立町会館,たてまちかいかん,与謝野町字岩滝２１２０,135.1498148,35.56453785,,,１階フロア内,,,
浜町会館,はままちかいかん,与謝野町字岩滝２３０２−１,135.1527828,35.56377087,,,１階フロア内,,,
藪後会館,やぶのしろりかいかん,与謝野町字岩滝,135.1498276,35.56814085,,,１階フロア内,,,
東町会館,ひがしまちかいかん,与謝野町字岩滝８５６−２,135.1538548,35.56878589,,,１階フロア内,,,
加悦椿文化資料館,かやつばきぶんかしりょうかん,与謝野町字滝１９８６,135.0593518,35.47559828,,,１階フロア内,,,
幾地コミュニティセンター,いくじこみゅにてぃせんたー,与謝野町字幾地１４９０,135.0919154,35.53114361,,,１階フロア内,,,
生涯学習センター知遊館,しょうがいがくしゅうせんたーちゆうかん,与謝野町字岩滝２２７１,135.1511218,35.56384986,,,１階フロア内,,,
大江山運動公園,おおえやまうんどうこうえん,与謝野町字与謝８８１−１,135.095943,35.48129326,,,体育館１階フロア内,,,
大江山運動公園,おおえやまうんどうこうえん,与謝野町字与謝８８１−１,135.0949382,35.48151675,,,グラウンドバックネット裏倉庫内,,,
大内峠一字観公園,おおうちとうげいちじかんこうえん,与謝野町字弓木２１１,135.135927,35.56522185,,,事務室内,,,
加悦双峰公園,かやそうぼうこうえん,与謝野町字与謝２９２−２,135.0910839,35.44678849,,,事務室入口前,,,
古墳公園,こふんこうえん,与謝野町字明石２３４１,135.1046075,35.50645075,,,１階フロア内,,,
岩滝体育館,いわたきたいいくかん,与謝野町字岩滝８６１−２,135.1532888,35.56893091,,,１階フロア内,,,
岩滝体育館,いわたきたいいくかん,与謝野町字岩滝８６１−２,135.1532888,35.56893091,,,小体育館１階フロア内,,,
野田川体育館,のだがわたいいくかん,与謝野町字四辻１４２−１,135.1039603,35.52812573,,,１階フロア内,,,
岩滝グラウンド,いわたきぐらうんど,与謝野町字岩滝８７５−１,135.1521649,35.57034319,,,バックネット裏倉庫内,,,
野田川グラウンド,のだがわぐらうんど,与謝野町字幾地４５０,135.0944378,35.5257949,,,バックネット裏倉庫内,,,
野田川ユースセンター,のだがわゆーすせんたー,与謝野町字三河内４８−１,135.088838,35.5245651,,,１階フロア内,,,
野田川わーくぱる,のだがわわーくぱる,与謝野町字四辻１６１,135.1048502,35.5276447,,,１階フロア内,,,
リフレかやの里,りふれかやのさと,与謝野町字金屋１７３０,135.1018811,35.48349042,,,事務室内,,,
加悦山の家,かややまのいえ,与謝野町字温江１４０１,135.1213419,35.49163783,,,１階フロア内,,,
旧尾藤家住宅,きゅうびとうけじゅうたく,与謝野町字加悦１０８５,135.0918915,35.50461562,,,１階フロア内,,,
江山文庫,こうざんぶんこ,与謝野町字金屋１６８２,135.1039061,35.48129542,,,１階フロア内,,,
ケアハウス岩滝,けあはうすいわたき,与謝野町字岩滝４７０,135.1536116,35.57242106,,,１階フロア内,,,
三河内幼稚園,みごちようちえん,与謝野町字三河内１９４７−１,135.0907663,35.51491483,,,職員室内,,,
岩滝幼稚園,いわたきようちえん,与謝野町字岩滝７３５,135.1525156,35.5707491,,,職員室内,,,
桑飼保育園,くわがいほいくえん,与謝野町字明石２１１５,135.1070205,35.50854177,,,職員室内,,,
与謝保育園,よざほいくえん,与謝野町字滝４６７,135.0877031,35.47900118,,,職員室内,,,
加悦保育園,かやほいくえん,与謝野町字加悦７９８−１,135.0904615,35.50714362,,,職員室内,,,
石川保育所,いしかわほいくしょ,与謝野町字石川５５６,135.1221643,35.5307214,,,職員室内,,,
山田保育所,やまだほいくしょ,与謝野町字下山田３７６,135.1183141,35.54111347,,,職員室内,,,
市場保育所,いちばほいくしょ,与謝野町字幾地１３２９,135.0952749,35.53176475,,,職員室内,,,
岩屋保育所,いわやほいくしょ,与謝野町字岩屋２０５,135.0790179,35.53113856,,,職員室内,,,
岩滝保育所,いわたきほいくしょ,与謝野町字岩滝８６１−２,135.1532888,35.56893091,,,職員室内,,,
桑飼小学校,くわがいしょうがっこう,与謝野町字明石２１２０,135.1067555,35.50797375,,,校舎入口内,,,
与謝小学校,よざしょうがっこう,与謝野町字滝４６８,135.088385,35.47869519,,,校舎入口内,,,
加悦小学校,かやしょうがっこう,与謝野町字加悦１０６１,135.0935036,35.50667365,,,校舎入口内,,,
石川小学校,いしかわしょうがっこう,与謝野町字石川７４３−２,135.1234334,35.53094461,,,校舎入口内,,,
山田小学校,やまだしょうがっこう,与謝野町字下山田１０,135.1176771,35.53945446,,,校舎入口内,,,
市場小学校,いちばしょうがっこう,与謝野町字幾地１０１３,135.0976671,35.53220153,,,校舎入口内,,,
岩屋小学校,いわやしょうがっこう,与謝野町字岩屋２７８−１,135.0778779,35.53023462,,,校舎入口内,,,
三河内小学校,みごちしょうがっこう,与謝野町字三河内１８５８,135.0926693,35.51644678,,,校舎入口内,,,
岩滝小学校,いわたきしょうがっこう,与謝野町字岩滝４４３,135.1457588,35.56625619,,,校舎入口内,,,
加悦中学校,かやちゅうがっこう,与謝野町字加悦７３０,135.0909605,35.50810562,,,校舎入口内,,,
江陽中学校,こうようちゅうがっこう,与謝野町字四辻８９３,135.1027718,35.53255987,,,校舎入口内,,,
大宮ふれあい工房,おおみやふれあいこうぼう,京丹後市大宮町三坂１０５−３,135.102003,35.57839352,,,１階事務室入口前,,,
京都府立丹後郷土資料館,きょうとふりつたんごきょうどしりょうかん,宮津市字国分小字天王山６１１−１,135.1785608,35.57971678,,,１階受付,,,
京都府立山城郷土資料館,きょうとふりつやましろきょうどしりょうかん,木津川市山城町上狛千両岩,135.8339015,34.75219704,,,２階受付,,,
八幡第四幼稚園,やわただいよんようちえん,八幡市男山松里１,135.7002823,34.857027,,,玄関,,,
くすのき近隣公園,くすのききんりんこうえん,八幡市男山竹園１−１,135.6955732,34.85713954,,,管理事務所,,,
馬場市民公園,ばばしみんこうえん,八幡市八幡馬場８５−１,135.7030249,34.87759805,,,管理事務所,,,
川口市民公園,かわぐちしみんこうえん,八幡市川口浜　木津川左岸河川敷,135.7179872,34.88081421,,,管理事務所,,,
かわきた自然運動公園,かわきたしぜんうんどうこうえん,八幡市八幡林ノ元１２,135.698969,34.89340119,,,管理事務所,,,
洛南浄化センター運動公園,らくなんじょうかせんたーうんどうこうえん,八幡市八幡菰池,135.710565,34.89101748,,,管理事務所,,,
男山公民館,おとこやまこうみんかん,八幡市男山八望３−１,135.6986207,34.86284426,,,事務所,,,
橋本公民館,はしもとこうみんかん,八幡市橋本堂ケ原３−１,135.6838268,34.88003468,,,事務所,,,
志水公民館,しみずこうみんかん,八幡市八幡岸本３５−４,135.7029148,34.87027575,,,事務所,,,
山柴公民館,やましばこうみんかん,八幡市八幡山柴４８・４９,135.7030233,34.88194785,,,事務所,,,
八幡こどもセンター,やわたこどもせんたー,八幡市八幡菖蒲池１２,135.7046214,34.87779787,,,八幡小学校　南校舎１階　こどもセンター内,,,
八幡市福祉会館,やわたしふくしかいかん,八幡市八幡東浦５,135.7135257,34.88047866,,,玄関,,,
八幡市シルバー人材センター,やわたししるばーじんざいせんたー,八幡市八幡御馬所１８,135.7046992,34.8774724,,,玄関,,,
八幡市福祉センター,やわたしふくしせんたー,八幡市男山笹谷２,135.694191,34.87015391,,,玄関,,,
有都福祉交流センター,ゆうとふくしこうりゅうせんたー,八幡市内里北ノ口５−１,135.7281329,34.8636722,,,事務所,,,
八幡市人権・交流センター,やわたしじんけん・こうりゅうせんたー,八幡市八幡軸２３,135.7068419,34.86713768,,,玄関,,,
八幡市文化センター,やわたしぶんかせんたー,八幡市八幡高畑５−３,135.7076561,34.87468295,,,玄関ホール,,,
八幡市母子健康センター,やわたしぼしけんこうせんたー,八幡市八幡園内７３−３,135.7071116,34.87593245,,,玄関,,,
八幡市民図書館,やわたしみんとしょかん,八幡市八幡菖蒲池１１,135.7044672,34.8780958,,,３階事務室,,,
八幡市民交流センター,やわたしみんこうりゅうせんたー,八幡市八幡東浦５,135.7133718,34.87966966,,,事務所,,,
有都交流センター,ゆうとこうりゅうせんたー,八幡市下奈良今里１７,135.7247532,34.87047161,,,玄関ホール,,,
八幡市松花堂美術館,やわたししょうかどうびじゅつかん,八幡市八幡女郎花４３,135.7048249,34.86302093,,,受付,,,
やわた流れ橋交流プラザ,やわたながればしこうりゅうぷらざ,八幡市上津屋里垣内５６−１,135.7437521,34.86606482,,,玄関,,,
子供子育て支援センター（すくすくの杜）,こどもこそだてしえんせんたー（すくすくのもり）,八幡市欽明台東２−１,135.7189703,34.83891348,,,玄関,,,
南ヶ丘老人の家,みなみがおかろうじんのいえ,八幡市八幡広門４０−１,135.7045423,34.86645,,,事務所,,,
八幡警察署,やわたけいさつしょ,八幡市八幡五反田３７−８,135.7058456,34.87113727,,,玄関ホール,,,
八幡市消防本部,やわたししょうぼうほんぶ,八幡市八幡植松１９−１,135.7064097,34.86254149,,,玄関ホール,,,
男山病院,おとこやまびょういん,八幡市男山泉１９,135.6935791,34.86131473,,,２階待合室,,,
八幡中央病院,やわたちゅうおうびょういん,八幡市八幡五反田３９−１,135.7067187,34.87111819,,,玄関ホール,,,
京都八幡病院,きょうとやわたびょういん,八幡市川口別所６１,135.7170724,34.87485505,,,診察室,,,
みのやま病院,みのやまびょういん,八幡市欽明台北４−２,135.7165903,34.84150813,,,診察室,,,
特別養護老人ホーム　京都ひまわり園,とくべつようごろうじんほーむ　きょうとひまわりえん,八幡市八幡清水井３１,135.7011085,34.87175347,,,２階事務所,,,
特別養護老人ホーム　有智の郷,とくべつようごろうじんほーむ　うちのさと,八幡市内里北ノ口５−１,135.7285614,34.86368735,,,玄関,,,
特別養護老人ホーム京都八勝館,とくべつようごろうじんほーむ　きょうとはっしょうかん,八幡市橋本塩釜２１,135.6855325,34.87594013,,,玄関ホール,,,
介護老人保健施設　梨の里,かいごろうじんほけんしせつ　なしのさと,八幡市八幡柿木垣内２５−１,135.7076014,34.87046769,,,１階ロビー,,,
私立くすのき保育園,しりつくすのきほいくえん,八幡市八幡吉野垣内３−１,135.7075469,34.88336066,,,職員室前,,,
私立八幡保育園,しりつやわたほいくえん,八幡市八幡清水井７５,135.7019216,34.87018163,,,１階廊下,,,
私立西遊寺保育園,しりつさいゆうじほいくえん,八幡市橋本中ノ町４５,135.6844407,34.88193569,,,玄関,,,
私立ぶどうの木保育園,しりつぶどうのきほいくえん,八幡市男山美桜６−５,135.6978491,34.86788113,,,玄関,,,
私立男山保育園,しりつおとこやまほいくえん,八幡市男山石城６−１,135.696321,34.86097246,,,玄関,,,
私立山鳩保育園,しりつはやまはとほいくえん,八幡市男山金振１４−１,135.6925069,34.85724423,,,玄関,,,
私立山鳩第二保育園,しりつやまはとだいにほいくえん,八幡市欽明台西４７−１,135.7138098,34.84115708,,,玄関,,,
私立なるみ幼稚園,しりつなるみようちえん,八幡市男山雄徳４−７,135.6934875,34.87223189,,,玄関,,,
私立早苗幼稚園,しりつさなえようちえん,八幡市男山吉井２７−８,135.7025257,34.85727041,,,玄関,,,
私立歩学園幼稚園,しりつあゆみがくえんようちえん,八幡市欽明台東１−２,135.7186858,34.839529,,,事務所,,,
石清水八幡宮,いわしみずはちまんぐう,八幡市八幡高坊３０,135.7002556,34.87962879,,,社務所,,,
石清水八幡宮研修センター,いわしみずはちまんぐうけんしゅうせんたー,八幡市八幡高坊３０,135.7009132,34.87929235,,,玄関ロビー,,,
老人福祉センター「玉泉苑」,ろうじんふくしせんたー「ぎょくせんえん」,大字井手小字東前田23,135.8158058,34.79866706,,,正面玄関横　多目的トイレ前,,,
井手町まちづくりセンター椿坂,いでちょうまちづくりせんたーつばきざか,大字井手小字石橋44,135.8179022,34.80090659,,,正面玄関横　和室前,,,
井手小学校,いでしょうがっこう,大字井手小字野神38,135.8079242,34.79717538,,,正面玄関,,,
多賀小学校,たがしょうがっこう,大字多賀小字内垣内20,135.8067308,34.81794586,,,体育館入口,,,
井手町役場庁舎,いでちょうやくばちょうしゃ,大字井手小字南玉水67,135.8032609,34.79842538,,,正面玄関横,,,
山吹ふれあいセンター,やまぶきふれあいせんたー,大字井手小字橋ノ本2-1,135.8144973,34.80549016,,,図書館入口横,,,
国立国会図書館関西館,こくりつこっかいとしょかんかんさいかん,精華町精華台八丁目１−３,135.7699303,34.74338744,,,防災センター（西側入り口付近）,,,
国立国会図書館関西館,こくりつこっかいとしょかんかんさいかん,精華町精華台八丁目１−３,135.770479,34.74340538,,,閲覧室（地下）,,,
ひかりだい保育所,ひかりだいほいくしょ,精華町光台四丁目50−3,135.7586398,34.74311312,,,1階ホール,,,
聖マリア幼稚園,せいまりあようちえん,精華町大字南稲八妻小字丸山3,135.7885127,34.75951309,,,西側教室開放廊下,,,
星の光幼稚園,ほしのひかりようちえん,精華町光台四丁目50−1,135.7591098,34.74277534,,,1階ホール,,,
光ヶ丘幼稚園,ひかりがおかようちえん,精華町大字山田小字金堀9,135.7778725,34.73391535,,,職員室,,,
せいかだい保育所,せいかだいほいくしょ,精華町精華台二丁目11−2,135.7832646,34.75047196,,,1階ホール,,,
国立研究開発法人情報通信研究機構NICT,こくりつけんきゅうかいはつほうじんじょうほうつうしんけんきゅうきこう,精華町光台三丁目５,135.7662627,34.74371954,,,1階ロビー,,,
京都廣学館高等学校,きょうとこうがっかんこうとうがっこう,精華町大字下狛小字中垣内48,135.7869118,34.77862831,,,京都廣学館高等学校正面入口（職員室前）,,,
京都廣学館高等学校,きょうとこうがっかんこうとうがっこう,精華町大字下狛小字中垣内48,135.7869118,34.77862831,,,西キャンパス,,,
京都廣学館高等学校,きょうとこうがっかんこうとうがっこう,精華町大字下狛小字中垣内48,135.7869118,34.77862831,,,武道場,,,
上京税務署,かみぎょうぜいむしょ,京都市上京区一条通西洞院東入元真如堂町３５８,135.7556255,35.02609163,,,２階　総務課,,,
左京税務署,さきょうやまぜいむしょ,京都市左京区聖護院円頓美町18,135.7810465,35.01762088,,,１階　管理運営部門,,,
中京税務署,なかぎょうぜいむしょ,京都市中京区西ノ京笠殿町38 京都地方合同庁舎,135.7641952,35.01302251,,,１階　合同庁舎管理室,,,
東山税務署,ひがしやまぜいむしょ,京都市東山区渋谷通大和大路東入下新シ町339-5,135.7728814,34.99403779,,,３階　総務課,,,
下京税務署,しもぎょうぜいむしょ,京都市下京区間之町五条下ル大津町8,135.7620505,34.99547671,,,１階　総合窓口,,,
右京税務署,うきょうぜいむしょ,京都市右京区西院上花田町10-1,135.7282199,35.00808581,,,２階　総務課,,,
伏見税務署,ふしみぜいむしょ,京都市伏見区鑓屋町,135.766282,34.94612171,,,２階　総務課,,,
福知山税務署,ふくちやまぜいむしょ,福知山市篠尾新町1丁目37番地,135.1135456,35.29848956,,,２階　総務課,,,
舞鶴税務署,まいづるぜいむしょ,舞鶴市字上安久240,135.3376742,35.45164552,,,２階　総務課,,,
宇治税務署,うじぜいむしょ,宇治市大久保町井ノ尻60-3,135.7706611,34.87445583,,,２階　総務課,,,
宮津税務署,みやづぜいむしょ,宮津市字鶴賀2070-14,135.1979385,35.53514193,,,２階　総務課,,,
園部税務署,そのべぜいむしょ,南丹市園部町小山東町平成台1号11,135.4837545,35.10014143,,,２階　総務課,,,
峰山税務署,みねやまぜいむしょ,京丹後市峰山町杉谷147番地12,135.0693272,35.6254342,,,２階　総務課,,,